672																
3600																
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
100		1.00E-13		25		0.036		0		0		0.036		0		0
